shift,activity,date_time
54,Определение_уровня_глюкозы_в_крови,2016-10-21 07:16:00
54,Определение_уровня_калия_в_крови,2016-10-21 07:16:00
54,Определение_уровня_калия_в_крови,2016-10-21 07:16:00
54,Определение_уровня_калия_в_крови,2016-10-21 07:16:00
54,Определение_уровня_калия_в_крови,2016-10-21 07:16:00
54,Определение_уровня_креатинина_в_крови,2016-10-21 07:16:00
54,Определение_уровня_креатинина_в_крови,2016-10-21 07:16:00
54,Определение_уровня_креатинина_в_крови,2016-10-21 07:16:00
54,Определение_уровня_мочевины_в_крови,2016-10-21 07:16:00
54,Определение_уровня_мочевины_в_крови,2016-10-21 07:16:00
54,Определение_уровня_натрия_в_крови,2016-10-21 07:16:00
54,Определение_уровня_натрия_в_крови,2016-10-21 07:16:00
54,Определение_уровня_общего_белка_в_крови,2016-10-21 07:16:00
54,Определение_уровня_общего_билирубина,2016-10-21 07:16:00
54,Определение_уровня_фибриногена_в_крови,2016-10-21 07:16:00
54,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-10-21 07:16:00
54,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-10-21 07:16:00
54,"Протромбиновый_индекс,_МНО",2016-10-21 07:16:00
54,"Протромбиновый_индекс,_МНО",2016-10-21 07:16:00
54,"Протромбиновый_индекс,_МНО",2016-10-21 07:16:00
54,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-10-21 07:17:00
54,Определение_уровня_С-реактивного_белка_в_крови,2016-10-21 07:17:00
54,Анализ_мочи_общий,2016-10-21 07:25:00
54,Анализ_мочи_общий,2016-10-21 07:25:00
54,Считыватель КПК D1.09,2016-10-21 09:20:33
55,КПП-2.04 Выход через турн.3,2016-10-23 08:14:15
55,Считыватель КПК D1.09,2016-10-23 08:15:43
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_12.00,2016-10-23 11:02:00
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_16.00,2016-10-23 11:02:00
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_20.00,2016-10-23 11:02:00
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_8_часов,2016-10-23 11:02:00
55,Ввод_назначений,2016-10-23 19:05:00
55,Считыватель КПК D1.11,2016-10-23 22:20:25
55,Считыватель КПК D2.10,2016-10-23 22:20:43
55,Считыватель КПК D2.09 (вых в стационар),2016-10-23 22:24:02
55,Считыватель КПК D2.09 (вых в стационар),2016-10-23 22:24:04
55,Считыватель КПК D4.07,2016-10-23 23:01:57
55,Считыватель КПК D7.05,2016-10-23 23:04:12
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_12.00,2016-10-23 23:09:00
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_16.00,2016-10-23 23:09:00
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_20.00,2016-10-23 23:09:00
55,ЭКСПРЕСС_4эт_-_Определение_уровня_глюкозы_в_капилляр._крови_8_часов,2016-10-23 23:09:00
56,Анализ_мочи_общий,2016-10-24 07:09:00
56,Анализ_мочи_общий,2016-10-24 07:09:00
56,Анализ_мочи_общий,2016-10-24 07:09:00
56,Микробиологическое_исследование_мочи,2016-10-24 07:09:00
56,Анализ_мочи_общий,2016-10-24 07:13:00
56,ЭКСПРЕСС_4эт_-_Определение_КОС_и_газов_крови,2016-10-24 07:17:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-10-24 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-10-24 07:25:00
56,Определение_уровня_С-реактивного_белка_в_крови,2016-10-24 07:25:00
56,Определение_уровня_С-реактивного_белка_в_крови,2016-10-24 07:25:00
56,Определение_уровня_С-реактивного_белка_в_крови,2016-10-24 07:25:00
56,Определение_уровня_аланин-трансаминазы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_аланин-трансаминазы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_аланин-трансаминазы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_аспарат-трансаминазы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_аспарат-трансаминазы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_аспарат-трансаминазы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_глюкозы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_глюкозы_в_крови,2016-10-24 07:25:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:25:00
56,Определение_уровня_натрия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_натрия_в_крови,2016-10-24 07:25:00
56,Определение_уровня_общего_билирубина,2016-10-24 07:25:00
56,Определение_уровня_общего_билирубина,2016-10-24 07:25:00
56,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-10-24 07:25:00
56,Типирование_липидов_прямым_методом,2016-10-24 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:26:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:26:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:26:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:26:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-24 07:26:00
56,Определение_уровня_С-реактивного_белка_в_крови,2016-10-24 07:26:00
56,Определение_уровня_аланин-трансаминазы_в_крови,2016-10-24 07:26:00
56,Определение_уровня_аспарат-трансаминазы_в_крови,2016-10-24 07:26:00
56,Определение_уровня_глюкозы_в_крови,2016-10-24 07:26:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:26:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:26:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:26:00
56,Определение_уровня_калия_в_крови,2016-10-24 07:26:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:26:00
56,Определение_уровня_креатинина_в_крови,2016-10-24 07:26:00
56,Определение_уровня_общего_билирубина,2016-10-24 07:26:00
56,Определение_уровня_тиреотропного_гормона_ТТГ,2016-10-24 07:26:00
56,"Протромбиновый_индекс,_МНО",2016-10-24 07:26:00
56,"Протромбиновый_индекс,_МНО",2016-10-24 07:26:00
56,"Протромбиновый_индекс,_МНО",2016-10-24 07:26:00
56,Типирование_липидов_прямым_методом,2016-10-24 07:26:00
56,Типирование_липидов_прямым_методом,2016-10-24 07:26:00
56,"Протромбиновый_индекс,_МНО",2016-10-24 07:27:00
56,Считыватель КПК D6.08,2016-10-24 07:58:51
56,Считыватель КПК D5.05 (вх в 1А),2016-10-24 08:38:29
56,Считыватель КПК D5.05 (вх в стационар),2016-10-24 08:41:07
56,Ввод_назначений Отделение_госпитализации,2016-10-24 08:48:00
56,Считыватель КПК D1.09,2016-10-24 09:29:34
56,Бактериологическое_исследование_отделяемого_из_ран,2016-10-24 09:33:00
56,Микробиологическое_исследование_кожных_покровов,2016-10-24 09:33:00
56,Определение_уровня_С-реактивного_белка_в_крови,2016-10-24 09:39:00
56,Ввод_назначений,2016-10-24 10:14:00
56,Перевод_внутрибольничный,2016-10-24 10:45:00
56,Ввод_назначений,2016-10-24 11:14:00
56,Ввод_назначений Отделение_госпитализации,2016-10-24 11:26:00
56,Ввод_назначений Отделение_госпитализации,2016-10-24 11:27:00
56,Определение_уровня_триглицеридов_в_крови,2016-10-26 07:24:00
56,Определение_уровня_холестерина_в_крови,2016-10-26 07:24:00
56,ЭКСПРЕСС_4эт_-_Общий_клинический_анализ_крови,2016-10-26 07:24:00
56,Активированное_частичное_тромбопластиновое_время_АЧТВ,2016-10-26 07:25:00
56,Исследование_уровня_концентрации_КФК_МВ_в_крови,2016-10-26 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-26 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-26 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-26 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-26 07:25:00
56,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-10-26 07:25:00
56,Определение_мутации_в_гене_JAK2V617F_методом_ПЦР_в_режиме_реального_времени,2016-10-26 07:25:00
56,Определение_уровня_глюкозы_в_крови,2016-10-26 07:25:00
56,Определение_уровня_калия_в_крови,2016-10-26 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-26 07:25:00
56,Определение_уровня_креатинина_в_крови,2016-10-26 07:25:00
56,Определение_уровня_креатинкиназы_в_крови,2016-10-26 07:25:00
56,Определение_уровня_мочевой_кислоты_в_крови,2016-10-26 07:25:00
56,Определение_уровня_тиреотропного_гормона_ТТГ,2016-10-26 07:25:00
56,Определение_уровня_фибриногена_в_крови,2016-10-26 07:25:00
56,"Протромбиновый_индекс,_МНО",2016-10-26 07:25:00
56,"Протромбиновый_индекс,_МНО",2016-10-26 07:25:00
56,"Протромбиновый_индекс,_МНО",2016-10-26 07:25:00
56,"Протромбиновый_индекс,_МНО",2016-10-26 07:25:00
56,Анализ_мочи_общий,2016-10-26 07:33:00
56,Анализ_мочи_общий,2016-10-26 07:33:00
56,Общий_анализ_мокроты,2016-10-26 07:33:00
57,КПП-2.04 Выход через турн.3,2016-10-27 08:14:00
57,Считыватель КПК D0.20,2016-10-27 08:14:45
57,Считыватель КПК D5.05 (вх в 1А),2016-10-27 09:17:51
57,Считыватель КПК D5.05 (вх в стационар),2016-10-27 10:15:59
57,Считыватель КПК D5.05 (вх в 1А),2016-10-27 12:15:26
57,Считыватель КПК D5.05 (вх в 1А),2016-10-27 12:55:03
57,Считыватель КПК D5.05 (вх в 1А),2016-10-27 14:02:26
57,Считыватель КПК D5.05 (вх в стационар),2016-10-27 15:08:16
57,Считыватель КПК D5.05 (вх в стационар),2016-10-27 16:06:27
57,Считыватель КПК D2.23,2016-10-27 17:05:12
57,Считыватель КПК D1.41,2016-10-27 17:35:24
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_12_часов,2016-10-27 19:41:00
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_12_часов,2016-10-27 19:41:00
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_16_часов,2016-10-27 19:41:00
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_16_часов,2016-10-27 19:41:00
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_20_часов,2016-10-27 19:41:00
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_20_часов,2016-10-27 19:41:00
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_8_часов,2016-10-27 19:41:00
57,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_8_часов,2016-10-27 19:41:00
57,Считыватель КПК D6.08,2016-10-27 20:42:58
57,Считыватель КПК D7.06,2016-10-27 20:45:01
57,Перевод_внутрибольничный,2016-10-27 23:56:00
57,Ввод_назначений,2016-10-28 00:19:00
57,Бактериологическое_исследование_крови_на_стерильность,2016-10-28 07:23:00
57,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-28 07:23:00
57,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-28 07:23:00
57,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-28 07:23:00
57,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-28 07:23:00
57,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-28 07:23:00
57,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-10-28 07:23:00
57,Определение_уровня_С-реактивного_белка_в_крови,2016-10-28 07:23:00
57,Определение_уровня_С-реактивного_белка_в_крови,2016-10-28 07:23:00
57,Определение_уровня_С-реактивного_белка_в_крови,2016-10-28 07:23:00
57,Определение_уровня_С-реактивного_белка_в_крови,2016-10-28 07:23:00
57,Определение_уровня_аланин-трансаминазы_в_крови,2016-10-28 07:23:00
57,Определение_уровня_аспартат-трансаминазы_в_крови,2016-10-28 07:23:00
57,Определение_уровня_витамина_В12_в_крови,2016-10-28 07:23:00
57,Определение_уровня_глюкозы_в_крови,2016-10-28 07:23:00
57,Определение_уровня_калия_в_крови,2016-10-28 07:23:00
57,Определение_уровня_калия_в_крови,2016-10-28 07:23:00
57,Определение_уровня_калия_в_крови,2016-10-28 07:23:00
57,Определение_уровня_креатинина_в_крови,2016-10-28 07:23:00
57,Определение_уровня_креатинина_в_крови,2016-10-28 07:23:00
57,Определение_уровня_креатинина_в_крови,2016-10-28 07:23:00
57,Определение_уровня_мочевой_кислоты_в_крови,2016-10-28 07:23:00
57,Определение_уровня_натрия_в_крови,2016-10-28 07:23:00
57,Определение_уровня_общего_билирубина,2016-10-28 07:23:00
57,Определение_уровня_общего_билирубина,2016-10-28 07:23:00
57,Определение_уровня_фолиевой_кислоты_в_сыворотке_крови,2016-10-28 07:23:00
57,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-10-28 07:23:00
57,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-10-28 07:23:00
57,"Протромбиновый_индекс,_МНО",2016-10-28 07:23:00
57,"Протромбиновый_индекс,_МНО",2016-10-28 07:23:00
57,"Протромбиновый_индекс,_МНО",2016-10-28 07:23:00
57,ЭКСПРЕСС_4эт_-_Определение_уровня_Д-димера_в_крови,2016-10-28 07:23:00
57,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-10-28 07:24:00
57,Определение_уровня_С-реактивного_белка_в_крови,2016-10-28 07:24:00
57,Определение_уровня_аланин-трансаминазы_в_крови,2016-10-28 07:24:00
57,Определение_уровня_аспартат-трансаминазы_в_крови,2016-10-28 07:24:00
57,Определение_уровня_калия_в_крови,2016-10-28 07:24:00
57,Определение_уровня_креатинина_в_крови,2016-10-28 07:24:00
57,Определение_уровня_фибриногена_в_крови,2016-10-28 07:24:00
57,Анализ_мочи_общий,2016-10-28 07:29:00
57,Анализ_мочи_общий,2016-10-28 07:29:00
57,Общий_анализ_мокроты,2016-10-28 07:29:00
57,Считыватель КПК D5.05 (вх в 1А),2016-10-28 08:44:40
57,Считыватель КПК D5.05 (вх в 1А),2016-10-28 09:13:21
57,Считыватель КПК D1.09,2016-10-28 09:25:11
58,КПП-2.04 Выход через турн.3,2016-11-01 08:07:56
58,Считыватель КПК D5.05 (вх в 1А),2016-11-01 09:17:30
58,Считыватель КПК D5.05 (вх в 1А),2016-11-01 09:45:43
58,Считыватель КПК D5.05 (вх в 1А),2016-11-01 10:11:03
58,Считыватель КПК D5.05 (вх в 1А),2016-11-01 10:31:17
58,Считыватель КПК D5.05 (вх в 1А),2016-11-01 11:01:34
58,Считыватель КПК D5.05 (вх в стационар),2016-11-01 11:05:23
58,Лифт №6 Счит.Двери 1,2016-11-01 14:57:11
58,Считыватель КПК D3.03 (вых) ESMI,2016-11-01 15:01:18
58,Считыватель КПК D5.05 (вх в 1А),2016-11-01 19:20:00
58,Считыватель КПК D5.05 (вх в стационар),2016-11-01 19:24:55
58,Активированное_частичное_тромбопластиновое_время_АЧТВ,2016-11-02 07:15:00
58,Диагностика_сифилиса_микрореакция__определение_суммарных_антител_к_Treponemae_pallidum,2016-11-02 07:15:00
58,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-02 07:15:00
58,Определение_антигена_НBsAg_Hepaiis_B_virus,2016-11-02 07:15:00
58,"Определение_антител_класса_M,_G_IgM,_IgG_к_Hepaiis_C_virus",2016-11-02 07:15:00
58,Определение_маркеров_ВИЧ_АГ/АТ,2016-11-02 07:15:00
58,Определение_уровня_С-реактивного_белка_в_крови,2016-11-02 07:15:00
58,Определение_уровня_С-реактивного_белка_в_крови,2016-11-02 07:15:00
58,Определение_уровня_креатинина_в_крови,2016-11-02 07:15:00
58,Определение_уровня_креатинина_в_крови,2016-11-02 07:15:00
58,Определение_уровня_мочевой_кислоты_в_крови,2016-11-02 07:15:00
58,Определение_уровня_фибриногена_в_крови,2016-11-02 07:15:00
58,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-11-02 07:15:00
58,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-11-02 07:15:00
58,"Протромбиновый_индекс,_МНО",2016-11-02 07:15:00
58,"Протромбиновый_индекс,_МНО",2016-11-02 07:15:00
58,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-11-02 07:16:00
58,Определение_уровня_С-реактивного_белка_в_крови,2016-11-02 07:16:00
58,Определение_уровня_калия_в_крови,2016-11-02 07:16:00
58,Определение_уровня_калия_в_крови,2016-11-02 07:16:00
58,Определение_уровня_креатинина_в_крови,2016-11-02 07:16:00
58,Определение_уровня_тиреотропного_гормона_ТТГ,2016-11-02 07:16:00
58,Определение_уровня_тиреотропного_гормона_ТТГ,2016-11-02 07:16:00
58,"Протромбиновый_индекс,_МНО",2016-11-02 07:16:00
58,"Протромбиновый_индекс,_МНО",2016-11-02 07:16:00
58,"Типирование_липидов_прямым_методом_Холестерин,_триглицериды,_LDL-холестерин,_HDL-холестерин",2016-11-02 07:16:00
58,Исследование_кала_на_скрытую_кровь,2016-11-02 07:18:00
58,Общий_анализ_мокроты,2016-11-02 07:18:00
58,Считыватель КПК D1.09,2016-11-02 09:37:34
59,КПП-2.04 Выход через турн.3,2016-11-04 08:15:10
59,Считыватель КПК D1.41,2016-11-04 08:16:34
59,Считыватель КПК D1.09,2016-11-04 08:16:42
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_12_часов,2016-11-04 10:12:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_16_часов,2016-11-04 10:12:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_20_часов,2016-11-04 10:12:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_8_часов,2016-11-04 10:12:00
59,Считыватель КПК D2.23,2016-11-04 10:27:07
59,Перевод_внутрибольничный,2016-11-04 10:33:00
59,Перевод_внутрибольничный,2016-11-04 12:06:00
59,Перевод_внутрибольничный,2016-11-04 12:07:00
59,Перевод_внутрибольничный,2016-11-04 12:42:00
59,Перевод_внутрибольничный,2016-11-04 12:43:00
59,Перевод_внутрибольничный,2016-11-04 12:43:00
59,Считыватель КПК D5.02,2016-11-04 12:57:25
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_12_часов,2016-11-04 21:19:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_12_часов,2016-11-04 21:19:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_16_часов,2016-11-04 21:19:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_16_часов,2016-11-04 21:19:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_20_часов,2016-11-04 21:19:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_20_часов,2016-11-04 21:19:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_8_часов,2016-11-04 21:19:00
59,ЭКСПРЕСС_4эт_-_Глюкоза_капиллярной_крови_8_часов,2016-11-04 21:19:00
59,Ввод_назначений,2016-11-04 21:38:00
59,Ввод_назначений,2016-11-04 21:41:00
59,Ввод_назначений,2016-11-04 21:45:00
59,ЭКСПРЕСС_4эт_-_Общий_клинический_анализ_крови,2016-11-05 07:36:00
59,ЭКСПРЕСС_4эт_-_Общий_клинический_анализ_крови,2016-11-05 07:36:00
59,ЭКСПРЕСС_4эт_-_Определение_уровня_С-реактивного_белка_в_крови,2016-11-05 07:36:00
59,"ЭКСПРЕСС_4эт_-_Протромбиновый_индекс,_МНО",2016-11-05 07:36:00
59,Считыватель КПК D1.41,2016-11-05 09:21:37
59,Считыватель КПК D1.09,2016-11-05 09:21:42
60,Активированное_частичное_тромбопластиновое_время_АЧТВ,2016-11-08 07:24:00
60,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-08 07:24:00
60,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-11-08 07:24:00
60,Определение_уровня_глюкозы_в_крови,2016-11-08 07:24:00
60,Определение_уровня_общего_белка_в_крови,2016-11-08 07:24:00
60,Определение_уровня_фибриногена_в_крови,2016-11-08 07:24:00
60,"Протромбиновый_индекс,_МНО",2016-11-08 07:24:00
60,"Протромбиновый_индекс,_МНО",2016-11-08 07:24:00
60,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-08 07:25:00
60,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-08 07:25:00
60,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-11-08 07:25:00
60,Определение_уровня_С-реактивного_белка_в_крови,2016-11-08 07:25:00
60,Определение_уровня_С-реактивного_белка_в_крови,2016-11-08 07:25:00
60,Определение_уровня_аланин-трансаминазы_и_аспарат-трансаминазы_в_крови,2016-11-08 07:25:00
60,Определение_уровня_глюкозы_в_крови,2016-11-08 07:25:00
60,Определение_уровня_калия_в_крови,2016-11-08 07:25:00
60,Определение_уровня_калия_в_крови,2016-11-08 07:25:00
60,Определение_уровня_калия_в_крови,2016-11-08 07:25:00
60,Определение_уровня_креатинина_в_крови,2016-11-08 07:25:00
60,Определение_уровня_креатинина_в_крови,2016-11-08 07:25:00
60,Определение_уровня_общего_билирубина,2016-11-08 07:25:00
60,Определение_уровня_свободного_тироксина_сыворотки_Т-4,2016-11-08 07:25:00
60,Определение_уровня_свободного_трийодтиронина_Т3,2016-11-08 07:25:00
60,Определение_уровня_тиреотропного_гормона_ТТГ,2016-11-08 07:25:00
60,Определение_уровня_тропонина_в_крови,2016-11-08 07:25:00
60,Определение_уровня_фибриногена_в_крови,2016-11-08 07:25:00
60,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-11-08 07:25:00
60,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-11-08 07:25:00
60,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-11-08 07:25:00
60,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-11-08 07:25:00
60,"Протромбиновый_индекс,_МНО",2016-11-08 07:25:00
60,"Протромбиновый_индекс,_МНО",2016-11-08 07:25:00
60,"Типирование_липидов_прямым_методом_Холестерин,_триглицериды,_LDL-холестерин,_HDL-холестерин",2016-11-08 07:25:00
60,КПП-2.04 Выход через турн.3,2016-11-08 08:28:28
60,Считыватель КПК D0.20,2016-11-08 08:29:38
60,Считыватель КПК D4.06 (вх в 4А),2016-11-08 14:08:14
60,Считыватель КПК D2.23,2016-11-08 15:39:44
60,Считыватель КПК D5.05 (вх в стационар),2016-11-09 08:45:50
60,Считыватель КПК D7.06,2016-11-09 08:46:47
61,Активированное_частичное_тромбопластиновое_время_АЧТВ,2016-11-11 07:36:00
61,Определение_уровня_фибриногена_в_крови,2016-11-11 07:36:00
61,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-11-11 07:36:00
61,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-11-11 07:36:00
61,"Протромбиновый_индекс,_МНО",2016-11-11 07:36:00
61,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-11 07:37:00
61,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-11 07:37:00
61,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-11 07:37:00
61,Клинический_анализ_крови_на_гематологическом_анализаторе_24_параметра,2016-11-11 07:37:00
61,Клинический_анализ_крови_на_гематологическом_анализаторе_с_морфологическим_изучением_и_подсчетом_лейкоцитарной_формулы,2016-11-11 07:37:00
61,Определение_СКФ_скорость_клубочковой_фильтрации,2016-11-11 07:37:00
61,Определение_уровня_С-реактивного_белка_в_крови,2016-11-11 07:37:00
61,Определение_уровня_аланин-трансаминазы_в_крови,2016-11-11 07:37:00
61,Определение_уровня_аланин-трансаминазы_и_аспарат-трансаминазы_в_крови,2016-11-11 07:37:00
61,Определение_уровня_альбумина_в_крови,2016-11-11 07:37:00
61,Определение_уровня_аспартат-трансаминазы_в_крови,2016-11-11 07:37:00
61,Определение_уровня_глюкозы_в_крови,2016-11-11 07:37:00
61,Определение_уровня_глюкозы_в_крови,2016-11-11 07:37:00
61,Определение_уровня_калия_в_крови,2016-11-11 07:37:00
61,Определение_уровня_калия_в_крови,2016-11-11 07:37:00
61,Определение_уровня_креатинина_в_крови,2016-11-11 07:37:00
61,Определение_уровня_натрия_в_крови,2016-11-11 07:37:00
61,Определение_уровня_общего_белка_в_крови,2016-11-11 07:37:00
61,Определение_уровня_общего_билирубина,2016-11-11 07:37:00
61,Определение_уровня_общего_билирубина,2016-11-11 07:37:00
61,Определение_уровня_фибриногена_в_крови,2016-11-11 07:37:00
61,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-11-11 07:37:00
61,ПЦ_экспр.лаб._Выявление_антиэритроцитарных_антител_непрямая_проба_Кумбса,2016-11-11 07:37:00
61,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-11-11 07:37:00
61,ПЦ_экспр.лаб._Группа_крови_и_резус-фактор,2016-11-11 07:37:00
61,"Протромбиновый_индекс,_МНО",2016-11-11 07:37:00
61,"Протромбиновый_индекс,_МНО",2016-11-11 07:37:00
61,"Протромбиновый_индекс,_МНО",2016-11-11 07:37:00
61,"Типирование_липидов_прямым_методом_Холестерин,_триглицериды,_LDL-холестерин,_HDL-холестерин",2016-11-11 07:37:00
